item,itemLabel,startDate,endDate,sourceDate,psid
Q57627,Janez Janša,2000-06-07,2000-11-30,,Q57627-A9448758-7C1F-444B-B739-58453873C12D
Q58079,Karl Erjavec,2004,2008,,Q58079-B93F5063-1C5C-426E-8B63-CD4E27960F50
Q434426,Ljubica Jelušič,2008-11-21,2011-09-20,,Q434426-3ED00A62-DB62-401D-AD73-2921A8F51CCA
Q10773771,Aleš Hojs,2012-02-10,2013-03-20,,Q10773771-0561e387-b6eb-4099-bf55-f6a920c07715
Q13604224,Roman Jakič,2013-03-20,2014-09-18,,Q13604224-0570DE5B-2C31-4913-A34F-D49402D456AE
Q5787257,Janko Veber,2014-09-18,2015-04-09,,Q5787257-90095E42-9ACF-415B-9BA9-C8F9E4F8281C
Q23418897,Andreja Katič,2015-05-13,2018-09-13,,Q23418897-97D2F763-1CEB-4FA1-88BD-39CEE7B520EC
Q58079,Karl Erjavec,2018-09-13,2020-03-13,,Q58079-3D5E6221-64A8-4804-A98D-19B5960D68F8
Q12796084,Matej Tonin,2020-03-13,2022-06-01,,Q12796084-56559D07-9776-4029-A9EE-48BCE5F6549D
Q12795878,Marjan Šarec,2022-06-01,,,Q12795878-947B0D49-D688-4E8F-B3C3-D13D246C3520
