position,person,personID,start,end
President,Borut Pahor,Q206471,2012-12-23,
Prime Minister,Robert Golob,Q18645045,2022-05-25,
Deputy Prime Minister,Danijel Bešič Loredan,Q111341121,2022-06-01,
Deputy Prime Minister,Luka Mesec,Q18627634,2022-06-01,
Deputy Prime Minister,Tanja Fajon,Q462744,2022-06-01,
"Minister of Agriculture, Forestry and Food",Irena Šinko,Q112197081,2022-06-01,
Minister of Culture,Asta Vrečko,Q65899442,2022-06-01,
Minister of Defence,Marjan Šarec,Q12795878,2022-06-01,
Minister for the Diaspora,Matej Arčon,Q12796056,2022-06-01,
Minister of Economic Development and Technology,Matjaž Han,Q18644615,2022-06-01,
"Minister of Education, Science and Sport",Igor Papič,Q29963962,2022-06-01,
Minister of the Environment and Spatial Planning,Uroš Brežan,Q112075086,2022-06-01,
Minister of Finance,Klemen Boštjančič,Q112197754,2022-06-01,
Minister of Foreign Affairs,Tanja Fajon,Q462744,2022-06-01,
Minister of Health,Danijel Bešič Loredan,Q111341121,2022-06-01,
Minister of Infrastructure,Bojan Kumer,Q112135099,2022-06-01,
Minister of the Interior,Tatjana Bobnar,Q104524244,2022-06-01,
Minister of Justice,Dominika Švarc Pipan,Q66087643,2022-06-01,
"Minister of Labour, Family, Social Affairs and Equal Opportunities",Luka Mesec,Q18627634,2022-06-01,
Minister of Public Administration,Sanja Ajanovič Hovnik,Q112196363,2022-06-01,
Minister without Portfolio for Development and EU Cohesion Policy,Aleksander Jevšek,Q18488039,2022-06-01,
Minister without Portfolio for Digital Transformation,Emilija Stojmenova Duh,Q97558793,2022-06-01,
President of the National Assembly,Urška Klakočar Zupančič,Q111513149,2022-05-13,
Governor of the Bank of Slovenia,Boštjan Vasle,Q63614880,2019-01-09,
Chief of the General Staff,Robert Glavaš,Q18645044,2020-04-19,
Mayor of Ljubljana,Zoran Janković,Q220521,2012-04-11,
